ticket_id,created_at,resolved_at,status,priority,category,channel,sla_target_hours,customer_id,agent_id,branch_code
T00603,2024-07-26 05:45:00,2024-07-26 12:13:52,Resolved,Medium,Login,Email,48,C10138,A015,AM-GBA
T00604,2025-08-12 23:22:00,2025-08-13 03:18:11,Resolved,High,Returns,Email,24,C10381,A026,SA-ROS
T00605,2024-12-03 01:15:00,2024-12-03 08:52:21,Resolved,Low,Delivery,Phone,72,C11552,A033,CÓ-RÍO
T00606,2024-11-12 00:13:00,2024-11-12 23:05:09,Resolved,Low,Tech Issue,Email,72,C13410,A036,SA-RAF
T00607,2024-06-01 04:40:00,2024-06-01 18:13:36,Resolved,Low,Returns,Chat,72,C11670,A056,AM-GBA
T00608,2024-08-13 06:25:00,2024-08-14 00:31:26,Resolved,Low,Tech Issue,Chat,72,C11761,A009,ME-MEN
T00609,2025-04-09 10:56:00,2025-04-10 17:55:05,Resolved,Low,Payments,Chat,72,C10709,A001,SA-ROS
T00610,2025-05-21 23:02:00,2025-05-23 00:51:06,Resolved,Low,Payments,Phone,72,C11678,A018,TU-YER
T00611,2024-07-11 00:54:00,2024-07-11 06:35:05,Resolved,Medium,Login,Chat,48,C10587,A010,ME-SAN
T00612,2024-01-20 10:51:00,2024-01-20 22:56:54,Resolved,Low,Payments,Phone,72,C13696,A017,LA-SAN
T00613,2025-08-17 16:41:00,2025-08-18 01:45:48,Resolved,Low,Login,Chat,72,C13951,A057,LA-MON
T00614,2024-09-01 11:24:00,,Open,Low,Login,Chat,72,C10933,A022,LA-MON
T00615,2025-07-02 01:45:00,2025-07-02 16:37:57,Resolved,Medium,Tech Issue,Phone,48,C14200,A010,ME-SAN
T00616,2024-10-19 15:08:00,2024-10-20 04:01:27,Resolved,Medium,Payments,Email,48,C14817,A039,TU-YER
T00617,2025-06-13 13:46:00,2025-06-14 02:04:06,Resolved,High,Delivery,Phone,24,C11946,A025,CÓ-RÍO
T00618,2024-09-17 11:43:00,2024-09-18 17:09:23,Resolved,Low,Payments,Email,72,C10207,A030,CÓ-CÓR
T00619,2024-09-16 22:39:00,,Open,Medium,Delivery,Chat,48,C13740,A056,AM-GBA
T00620,2025-06-07 04:10:00,2025-06-07 12:00:23,Resolved,Medium,Login,Chat,48,C10262,A039,TU-YER
T00621,2024-01-19 07:46:00,2024-01-19 23:21:15,Resolved,High,Login,Phone,24,C13089,A025,CÓ-RÍO
T00622,2024-06-28 19:44:00,2024-06-29 09:38:21,Resolved,High,Payments,Email,24,C10632,A031,LA-MON
T00623,2024-08-03 13:54:00,,Open,Medium,Account,Email,48,C12516,A014,LA-MON
T00624,2024-02-29 18:32:00,2024-02-29 22:05:57,Resolved,Urgent,Account,Email,8,C11055,A008,TU-YER
T00625,2025-08-11 12:28:00,2025-08-11 16:18:27,Resolved,Urgent,Account,Chat,8,C11486,A060,AM-GBA
T00626,2024-03-29 03:23:00,2024-03-29 11:52:35,Resolved,Medium,Delivery,Email,48,C12231,A022,LA-MON
T00627,2024-12-25 12:38:00,2024-12-26 05:57:19,Resolved,Medium,Payments,Email,48,C12820,A038,CÓ-VIL
T00628,2024-08-18 12:46:00,2024-08-20 23:08:08,Resolved,Medium,Payments,Phone,48,C13607,A004,ME-SAN
T00629,2025-07-11 22:40:00,2025-07-12 09:31:03,Resolved,Medium,Other,Email,48,C13620,A026,SA-ROS
T00630,2024-04-16 14:49:00,2024-04-16 21:55:42,Resolved,Low,Login,Chat,72,C10613,A030,CÓ-CÓR
T00631,2024-04-12 00:24:00,2024-04-12 06:54:49,Resolved,Urgent,Login,Chat,8,C14488,A036,SA-RAF
T00632,2024-02-14 22:17:00,2024-02-15 04:54:22,Resolved,Urgent,Payments,Email,8,C12967,A054,LA-MON
T00633,2024-11-30 04:00:00,2024-11-30 14:12:41,Resolved,Medium,Other,Chat,48,C12053,A002,CÓ-VIL
T00634,2024-04-27 17:06:00,2024-04-28 02:47:43,Resolved,High,Delivery,Email,24,C11425,A007,AM-GBA
T00635,2024-10-25 12:01:00,2024-10-26 14:26:58,Resolved,Medium,Tech Issue,Email,48,C11797,A018,TU-YER
T00636,2024-05-12 08:36:00,2024-05-13 08:54:36,Resolved,Low,Login,App,72,C14377,A005,SA-SAN
T00637,2025-06-26 21:08:00,2025-06-27 20:51:45,Resolved,Low,Other,Chat,72,C12612,A008,TU-YER
T00638,2024-06-29 21:09:00,2024-06-30 00:58:14,Resolved,High,Payments,App,24,C11167,A014,LA-MON
T00639,2025-06-08 08:25:00,2025-06-08 16:17:33,Resolved,Low,Payments,Phone,72,C10940,A002,CÓ-VIL
T00640,2024-06-28 15:35:00,2024-06-29 23:43:29,Resolved,Low,Delivery,Phone,72,C14075,A024,SA-ROS
T00641,2025-06-09 11:44:00,2025-06-10 03:05:17,Resolved,Medium,Tech Issue,Email,48,C10910,A047,AM-GBA
T00642,2025-01-28 21:14:00,2025-01-29 22:32:13,Resolved,Medium,Returns,Chat,48,C11435,A018,TU-YER
T00643,2024-10-28 08:13:00,2024-10-28 20:53:40,Resolved,Medium,Tech Issue,Email,48,C11335,A022,LA-MON
T00644,2024-02-12 20:13:00,2024-02-13 14:22:45,Resolved,Medium,Tech Issue,Chat,48,C14835,A024,SA-ROS
T00645,2025-06-16 09:38:00,2025-06-16 22:30:48,Resolved,Medium,Other,Chat,48,C12638,A051,TU-YER
T00646,2024-01-31 17:54:00,2024-02-01 02:13:58,Resolved,Low,Tech Issue,Email,72,C13859,A049,LA-MON
T00647,2024-02-22 04:49:00,2024-02-22 12:32:04,Resolved,Low,Tech Issue,Phone,72,C12493,A050,ME-MEN
T00648,2024-02-21 09:34:00,2024-02-21 22:14:16,Resolved,Urgent,Tech Issue,Chat,8,C12546,A056,AM-GBA
T00649,2024-07-26 14:23:00,2024-07-28 05:46:54,Resolved,Low,Tech Issue,Phone,72,C14455,A006,AM-CAB
T00650,2025-09-05 04:19:00,2025-09-05 18:41:06,Resolved,Medium,Payments,App,48,C13116,A050,ME-MEN
T00651,2025-05-22 23:46:00,2025-05-23 10:44:43,Resolved,Medium,Account,Email,48,C13938,A059,SA-SAN
T00652,2024-06-07 03:40:00,2024-06-07 10:31:08,Resolved,Urgent,Delivery,Chat,8,C14093,A040,AM-CAB
T00653,2025-02-23 10:07:00,2025-02-23 19:54:29,Resolved,High,Payments,Phone,24,C14443,A003,CÓ-VIL
T00654,2024-07-09 17:24:00,2024-07-10 01:52:13,Resolved,Medium,Returns,Email,48,C14119,A033,CÓ-RÍO
T00655,2025-03-21 07:37:00,2025-03-21 12:13:28,Resolved,Medium,Account,Phone,48,C11928,A028,SA-SAN
T00656,2025-09-13 00:11:00,2025-09-14 17:35:39,Resolved,Low,Login,Email,72,C12673,A056,AM-GBA
T00657,2024-01-13 20:34:00,2024-01-14 05:45:22,Resolved,Low,Tech Issue,App,72,C10895,A013,LA-ASU
T00658,2025-07-02 22:19:00,,Open,Medium,Payments,Email,48,C13176,A015,AM-GBA
T00659,2025-09-17 17:48:00,,Open,Low,Login,Chat,72,C12343,A049,LA-MON
T00660,2025-07-24 03:24:00,2025-07-24 11:20:29,Resolved,Urgent,Login,Chat,8,C12812,A008,TU-YER
T00661,2025-03-29 06:49:00,2025-03-29 17:58:51,Resolved,Urgent,Returns,Email,8,C12097,A047,AM-GBA
T00662,2024-04-02 14:06:00,2024-04-03 04:07:44,Resolved,Medium,Tech Issue,Chat,48,C10353,A028,SA-SAN
T00663,2024-02-19 03:35:00,2024-02-19 17:57:03,Resolved,Low,Login,Phone,72,C11707,A027,LA-MON
T00664,2024-12-05 11:25:00,2024-12-06 02:16:27,Resolved,Medium,Returns,Email,48,C12917,A053,SA-SAN
T00665,2025-02-04 14:35:00,,Open,Urgent,Delivery,Email,8,C10746,A022,LA-MON
T00666,2024-10-22 20:13:00,2024-10-23 11:05:22,Resolved,High,Payments,Chat,24,C13630,A044,ME-SAN
T00667,2024-07-19 11:57:00,2024-07-19 19:30:32,Resolved,Low,Account,Phone,72,C10000,A048,CÓ-CÓR
T00668,2024-01-01 18:14:00,2024-01-02 09:50:45,Resolved,Medium,Account,Email,48,C12062,A020,SA-RAF
T00669,2025-02-07 05:59:00,2025-02-07 21:06:37,Resolved,High,Other,Chat,24,C13637,A055,ME-GOD
T00670,2025-06-08 03:51:00,2025-06-08 12:15:12,Resolved,High,Login,Email,24,C13813,A059,SA-SAN
T00671,2025-05-18 10:37:00,2025-05-20 04:06:54,Resolved,Medium,Tech Issue,Email,48,C10272,A056,AM-GBA
T00672,2025-05-25 07:19:00,2025-05-25 17:24:32,Resolved,Medium,Payments,Chat,48,C14032,A049,LA-MON
T00673,2024-04-21 10:33:00,2024-04-21 17:42:33,Resolved,Low,Payments,Email,72,C14984,A060,AM-GBA
T00674,2025-03-03 13:33:00,2025-03-03 18:26:01,Resolved,Medium,Returns,Chat,48,C12302,A011,SA-RAF
T00675,2024-08-23 02:42:00,2024-08-23 04:53:47,Resolved,High,Login,Chat,24,C10482,A001,SA-ROS
T00676,2024-03-08 20:43:00,2024-03-09 07:33:46,Resolved,Medium,Payments,Chat,48,C10499,A002,CÓ-VIL
T00677,2024-04-29 01:20:00,2024-04-29 04:02:17,Resolved,Medium,Delivery,Email,48,C10186,A047,AM-GBA
T00678,2024-04-19 16:49:00,2024-04-19 21:43:41,Resolved,Urgent,Tech Issue,Phone,8,C13056,A045,LA-ASU
T00679,2025-02-24 07:47:00,2025-02-25 07:41:06,Resolved,High,Tech Issue,Chat,24,C13964,A002,CÓ-VIL
T00680,2024-12-03 17:45:00,2024-12-04 08:25:39,Resolved,Medium,Account,App,48,C14083,A014,LA-MON
T00681,2025-04-13 14:57:00,2025-04-14 18:30:37,Resolved,Low,Account,Chat,72,C12755,A047,AM-GBA
T00682,2024-06-13 17:39:00,2024-06-13 23:37:17,Resolved,High,Delivery,Chat,24,C14452,A034,TU-SAN
T00683,2024-05-29 20:35:00,2024-05-30 05:38:35,Resolved,High,Delivery,Email,24,C11216,A008,TU-YER
T00684,2024-02-26 03:56:00,,Open,Medium,Delivery,Email,48,C14448,A002,CÓ-VIL
T00685,2024-06-14 19:02:00,2024-06-15 10:53:58,Resolved,Medium,Delivery,Chat,48,C14048,A012,AM-GBA
T00686,2024-05-05 12:33:00,2024-05-06 02:44:22,Resolved,High,Delivery,Chat,24,C13169,A007,AM-GBA
T00687,2024-05-03 18:35:00,2024-05-03 23:44:23,Resolved,High,Delivery,Chat,24,C14562,A049,LA-MON
T00688,2025-01-03 10:05:00,2025-01-04 05:18:29,Resolved,Medium,Returns,Phone,48,C13079,A032,AM-CAB
T00689,2024-04-26 05:52:00,2024-04-26 16:51:29,Resolved,High,Delivery,Chat,24,C11703,A004,ME-SAN
T00690,2024-11-17 05:06:00,2024-11-17 13:03:03,Resolved,Low,Returns,Chat,72,C10790,A053,SA-SAN
T00691,2024-10-31 18:25:00,2024-11-02 05:59:26,Resolved,High,Login,Email,24,C13879,A026,SA-ROS
T00692,2025-04-15 06:02:00,2025-04-15 18:26:16,Resolved,Medium,Account,Chat,48,C12200,A030,CÓ-CÓR
T00693,2025-09-16 18:08:00,2025-09-17 10:59:16,Resolved,Medium,Tech Issue,Chat,48,C10970,A039,TU-YER
T00694,2024-05-31 07:37:00,,Open,High,Tech Issue,Phone,24,C12121,A043,ME-MEN
T00695,2024-04-18 02:15:00,2024-04-18 18:37:08,Resolved,Low,Other,Chat,72,C12627,A051,TU-YER
T00696,2024-12-30 01:48:00,2024-12-30 05:18:47,Resolved,Medium,Account,Email,48,C12906,A004,ME-SAN
T00697,2024-07-27 08:50:00,2024-07-28 08:12:28,Resolved,Medium,Delivery,Chat,48,C14198,A011,SA-RAF
T00698,2025-06-08 08:23:00,2025-06-09 11:21:00,Resolved,Low,Login,Chat,72,C11974,A022,LA-MON
T00699,2024-02-18 22:49:00,2024-02-19 06:17:29,Resolved,Medium,Payments,Phone,48,C11700,A007,AM-GBA
T00700,2024-07-27 07:08:00,2024-07-27 13:57:50,Resolved,Medium,Payments,Phone,48,C10014,A009,ME-MEN
T00701,2024-08-16 18:53:00,2024-08-17 10:01:12,Resolved,Low,Account,Phone,72,C10325,A043,ME-MEN
T00702,2024-07-04 08:39:00,2024-07-05 04:53:53,Resolved,Medium,Account,Email,48,C14309,A052,SA-ROS
T00703,2024-10-26 15:50:00,2024-10-29 01:38:25,Resolved,Medium,Login,Email,48,C11098,A012,AM-GBA
T00704,2025-03-26 09:01:00,2025-03-26 17:49:11,Resolved,High,Returns,Email,24,C13345,A005,SA-SAN
T00705,2024-12-21 16:27:00,,Open,Medium,Tech Issue,Chat,48,C11541,A022,LA-MON
T00706,2024-06-28 18:24:00,2024-06-28 22:57:12,Resolved,Medium,Payments,Email,48,C11266,A032,AM-CAB
T00707,2025-05-04 14:07:00,2025-05-05 02:01:09,Resolved,Low,Tech Issue,Chat,72,C12662,A038,CÓ-VIL
T00708,2025-04-05 06:12:00,2025-04-05 14:30:06,Resolved,Medium,Account,Chat,48,C11337,A004,ME-SAN
T00709,2024-06-24 10:06:00,2024-06-24 19:10:48,Resolved,High,Tech Issue,Email,24,C14085,A002,CÓ-VIL
T00710,2025-04-01 18:32:00,2025-04-02 06:09:05,Resolved,Medium,Login,Email,48,C10179,A012,AM-GBA
T00711,2024-05-14 22:00:00,2024-05-15 11:25:49,Resolved,Medium,Login,Email,48,C14143,A047,AM-GBA
T00712,2025-08-08 12:45:00,2025-08-09 04:32:18,Resolved,Medium,Account,Email,48,C13405,A015,AM-GBA
T00713,2024-05-23 09:51:00,2024-05-23 19:37:51,Resolved,Urgent,Account,Chat,8,C11028,A044,ME-SAN
T00714,2025-05-24 00:02:00,2025-05-24 10:47:08,Resolved,High,Payments,Chat,24,C12802,A050,ME-MEN
T00715,2025-09-24 10:54:00,2025-09-24 21:40:59,Resolved,Low,Account,Chat,72,C14062,A037,AM-GBA
T00716,2024-12-18 17:13:00,2024-12-20 02:39:18,Resolved,Medium,Delivery,Email,48,C10791,A033,CÓ-RÍO
T00717,2024-09-16 19:15:00,2024-09-17 12:36:42,Resolved,Low,Payments,Phone,72,C13176,A013,LA-ASU
T00718,2024-06-20 10:24:00,2024-06-20 17:29:17,Resolved,High,Payments,Chat,24,C10412,A015,AM-GBA
T00719,2025-07-03 18:54:00,,Open,Medium,Payments,Email,48,C12108,A041,ME-SAN
T00720,2025-09-15 16:21:00,2025-09-18 00:45:45,Resolved,Low,Other,Email,72,C13575,A054,LA-MON
T00721,2024-07-29 04:13:00,,Open,Low,Login,Chat,72,C10333,A006,AM-CAB
T00722,2024-08-05 01:49:00,2024-08-06 16:37:30,Resolved,Medium,Payments,Email,48,C11371,A013,LA-ASU
T00723,2025-09-02 19:33:00,2025-09-03 07:28:57,Resolved,Medium,Tech Issue,Chat,48,C13914,A048,CÓ-CÓR
T00724,2025-09-09 17:10:00,2025-09-10 09:13:13,Resolved,High,Tech Issue,Chat,24,C12604,A003,CÓ-VIL
T00725,2024-12-16 08:53:00,2024-12-16 17:57:25,Resolved,Low,Delivery,Chat,72,C14740,A051,TU-YER
T00726,2024-11-06 13:21:00,2024-11-06 22:42:45,Resolved,Medium,Returns,Email,48,C10880,A038,CÓ-VIL
T00727,2024-06-25 19:41:00,2024-06-26 14:51:23,Resolved,High,Account,Email,24,C14220,A052,SA-ROS
T00728,2024-09-04 09:17:00,2024-09-05 10:22:24,Resolved,Low,Payments,Phone,72,C14408,A025,CÓ-RÍO
T00729,2025-02-24 08:26:00,2025-02-24 16:29:32,Resolved,Medium,Payments,Chat,48,C12937,A034,TU-SAN
T00730,2024-02-17 13:30:00,2024-02-19 20:36:33,Resolved,Low,Other,Email,72,C10229,A009,ME-MEN
T00731,2024-10-23 04:26:00,2024-10-23 07:55:33,Resolved,High,Returns,Email,24,C10185,A010,ME-SAN
T00732,2024-07-06 12:22:00,2024-07-06 17:39:06,Resolved,Low,Returns,App,72,C12887,A052,SA-ROS
T00733,2024-11-06 23:34:00,2024-11-07 18:20:12,Resolved,Low,Tech Issue,Email,72,C13584,A029,LA-ASU
T00734,2024-06-02 03:18:00,2024-06-03 04:39:30,Resolved,Medium,Delivery,Phone,48,C14293,A023,AM-GBA
T00735,2024-08-15 18:27:00,2024-08-16 05:45:49,Resolved,Medium,Tech Issue,Chat,48,C11866,A003,CÓ-VIL
T00736,2025-07-20 23:44:00,2025-07-21 11:30:42,Resolved,Medium,Payments,Chat,48,C12611,A013,LA-ASU
T00737,2024-11-21 20:16:00,2024-11-22 13:26:38,Resolved,Low,Tech Issue,Chat,72,C13510,A022,LA-MON
T00738,2024-04-20 01:26:00,,Open,Low,Other,Phone,72,C11430,A056,AM-GBA
T00739,2025-04-02 23:07:00,2025-04-03 17:52:56,Resolved,Low,Other,Email,72,C10959,A058,AM-CAB
T00740,2024-03-14 08:38:00,,Open,Low,Tech Issue,Phone,72,C11837,A022,LA-MON
T00741,2024-08-01 03:50:00,2024-08-02 05:43:01,Resolved,Low,Account,Email,72,C11640,A001,SA-ROS
T00742,2024-08-04 13:36:00,2024-08-05 06:30:08,Resolved,Medium,Other,Phone,48,C10892,A038,CÓ-VIL
T00743,2024-05-21 13:07:00,,Open,Medium,Account,Phone,48,C10998,A022,LA-MON
T00744,2024-10-28 15:42:00,2024-10-28 22:45:25,Resolved,Medium,Payments,Email,48,C13937,A050,ME-MEN
T00745,2025-09-02 14:55:00,2025-09-03 07:15:45,Resolved,Medium,Delivery,Phone,48,C12434,A058,AM-CAB
T00746,2025-03-19 14:14:00,2025-03-20 01:08:32,Resolved,Medium,Delivery,Chat,48,C13773,A037,AM-GBA
T00747,2024-06-05 04:55:00,2024-06-05 11:51:10,Resolved,Medium,Login,Chat,48,C11529,A011,SA-RAF
T00748,2025-07-20 04:02:00,2025-07-20 07:18:51,Resolved,Low,Other,Chat,72,C14501,A021,LA-LIM
T00749,2024-05-21 10:54:00,2024-05-21 21:24:23,Resolved,Medium,Payments,Chat,48,C11561,A043,ME-MEN
T00750,2025-03-23 19:33:00,2025-03-24 22:18:26,Resolved,Low,Account,Email,72,C14971,A051,TU-YER
T00751,2025-02-16 09:32:00,2025-02-17 22:47:29,Resolved,Low,Returns,Phone,72,C14441,A002,CÓ-VIL
T00752,2024-12-22 06:02:00,2024-12-22 10:30:57,Resolved,Low,Login,Email,72,C12378,A005,SA-SAN
T00753,2024-01-20 05:06:00,2024-01-21 15:49:03,Resolved,Low,Account,Chat,72,C12918,A015,AM-GBA
T00754,2024-06-08 22:14:00,2024-06-09 05:56:16,Resolved,High,Account,Email,24,C13527,A018,TU-YER
T00755,2025-08-11 13:45:00,,Open,Medium,Account,Email,48,C13587,A001,SA-ROS
T00756,2025-07-17 04:38:00,2025-07-17 15:01:47,Resolved,Urgent,Returns,Chat,8,C11919,A022,LA-MON
T00757,2024-08-26 23:29:00,2024-08-27 06:13:42,Resolved,Urgent,Login,Chat,8,C12652,A002,CÓ-VIL
T00758,2024-06-19 21:46:00,2024-06-20 17:22:34,Resolved,Low,Delivery,Chat,72,C14473,A018,TU-YER
T00759,2024-02-03 15:06:00,,Open,High,Tech Issue,Chat,24,C11710,A015,AM-GBA
T00760,2024-03-23 13:52:00,,Open,Low,Account,Chat,72,C13329,A050,ME-MEN
T00761,2025-06-23 01:19:00,,Open,Low,Login,Email,72,C10403,A037,AM-GBA
T00762,2024-04-07 11:09:00,,Open,Low,Login,Chat,72,C14118,A024,SA-ROS
T00763,2024-09-13 22:34:00,2024-09-15 01:43:06,Resolved,Low,Login,Chat,72,C14140,A014,LA-MON
T00764,2025-01-27 15:50:00,,Open,Medium,Login,Chat,48,C12192,A027,LA-MON
T00765,2025-08-02 21:10:00,2025-08-03 03:54:26,Resolved,High,Tech Issue,Email,24,C12613,A054,LA-MON
T00766,2024-11-23 11:58:00,2024-11-25 09:49:19,Resolved,Medium,Login,Email,48,C12050,A046,SA-RAF
T00767,2025-04-10 16:12:00,2025-04-11 01:16:36,Resolved,Medium,Payments,Chat,48,C12520,A002,CÓ-VIL
T00768,2025-01-09 17:56:00,2025-01-10 01:27:17,Resolved,Medium,Payments,Phone,48,C10200,A054,LA-MON
T00769,2024-02-19 07:55:00,,Open,Medium,Delivery,Email,48,C14276,A060,AM-GBA
T00770,2025-01-25 07:23:00,2025-01-25 17:14:57,Resolved,High,Login,Chat,24,C13165,A037,AM-GBA
T00771,2025-05-07 06:50:00,2025-05-07 20:48:54,Resolved,High,Payments,Chat,24,C13349,A015,AM-GBA
T00772,2025-08-22 06:57:00,2025-08-22 21:31:07,Resolved,Low,Payments,Chat,72,C12174,A035,LA-ASU
T00773,2025-02-26 23:00:00,,Open,Medium,Tech Issue,Email,48,C13019,A013,LA-ASU
T00774,2024-12-12 20:37:00,2024-12-13 16:05:09,Resolved,Low,Login,Chat,72,C14647,A004,ME-SAN
T00775,2025-09-23 16:17:00,2025-09-25 09:30:38,Resolved,Low,Delivery,Email,72,C11486,A009,ME-MEN
T00776,2024-07-07 12:47:00,2024-07-08 00:55:57,Resolved,Medium,Returns,Chat,48,C13550,A049,LA-MON
T00777,2025-01-11 01:38:00,2025-01-11 17:31:16,Resolved,Medium,Payments,Chat,48,C12599,A019,ME-SAN
T00778,2024-05-18 05:52:00,2024-05-18 16:44:38,Resolved,Low,Login,Chat,72,C10028,A055,ME-GOD
T00779,2024-07-16 12:41:00,2024-07-16 15:32:01,Resolved,Medium,Delivery,Phone,48,C11195,A039,TU-YER
T00780,2024-09-24 21:13:00,2024-09-25 06:26:21,Resolved,Medium,Payments,Email,48,C10477,A026,SA-ROS
T00781,2024-02-16 14:37:00,2024-02-17 05:00:46,Resolved,Medium,Other,Chat,48,C13336,A001,SA-ROS
T00782,2024-04-24 08:07:00,2024-04-25 17:21:23,Resolved,Low,Payments,Chat,72,C11308,A003,CÓ-VIL
T00783,2024-03-17 01:27:00,2024-03-17 03:29:22,Resolved,High,Delivery,Phone,24,C12289,A019,ME-SAN
T00784,2025-01-15 10:43:00,2025-01-15 19:18:00,Resolved,Medium,Delivery,Phone,48,C12289,A007,AM-GBA
T00785,2024-12-12 01:25:00,2024-12-12 17:18:58,Resolved,Medium,Login,Chat,48,C12744,A056,AM-GBA
T00786,2024-06-12 05:16:00,2024-06-12 07:40:39,Resolved,High,Tech Issue,Email,24,C13169,A056,AM-GBA
T00787,2025-08-10 23:51:00,2025-08-11 13:07:06,Resolved,Medium,Login,Email,48,C12126,A013,LA-ASU
T00788,2024-05-06 18:58:00,2024-05-07 08:21:18,Resolved,Low,Delivery,Phone,72,C14550,A040,AM-CAB
T00789,2025-06-20 06:23:00,2025-06-21 00:20:32,Resolved,Low,Other,Phone,72,C12756,A007,AM-GBA
T00790,2025-07-01 00:14:00,2025-07-01 10:41:09,Resolved,Low,Login,Chat,72,C11538,A050,ME-MEN
T00791,2024-09-18 18:26:00,2024-09-19 10:08:16,Resolved,High,Delivery,Email,24,C12822,A040,AM-CAB
T00792,2025-05-14 08:37:00,2025-05-15 05:20:48,Resolved,Low,Login,Phone,72,C11397,A054,LA-MON
T00793,2024-11-26 08:35:00,2024-11-26 21:38:51,Resolved,Low,Account,Email,72,C14669,A012,AM-GBA
T00794,2025-09-02 08:47:00,2025-09-02 18:38:21,Resolved,Medium,Payments,Chat,48,C10517,A042,ME-MEN
T00795,2025-04-01 03:32:00,2025-04-01 15:52:00,Resolved,High,Delivery,Email,24,C10521,A017,LA-SAN
T00796,2024-08-18 13:55:00,2024-08-18 20:13:48,Resolved,Urgent,Tech Issue,Email,8,C14507,A028,SA-SAN
T00797,2025-03-27 00:04:00,2025-03-27 17:02:49,Resolved,Medium,Returns,Phone,48,C11113,A023,AM-GBA
T00798,2025-04-30 12:41:00,2025-05-01 16:31:00,Resolved,Low,Payments,Chat,72,C14924,A010,ME-SAN
T00799,2025-07-06 03:11:00,,Open,Medium,Login,Phone,48,C12570,A006,AM-CAB
T00800,2024-11-11 18:27:00,2024-11-13 07:21:35,Resolved,Medium,Tech Issue,Chat,48,C12401,A053,SA-SAN
T00801,2024-03-13 12:30:00,2024-03-13 23:28:41,Resolved,High,Delivery,App,24,C12784,A013,LA-ASU
T00802,2025-07-28 05:56:00,2025-07-29 01:18:44,Resolved,Low,Account,Chat,72,C11704,A032,AM-CAB
T00803,2025-05-21 07:09:00,2025-05-21 18:44:30,Resolved,Low,Tech Issue,Chat,72,C13585,A043,ME-MEN
T00804,2024-11-28 09:14:00,2024-11-28 11:31:23,Resolved,High,Delivery,Email,24,C12306,A030,CÓ-CÓR
T00805,2024-12-09 15:23:00,2024-12-10 06:00:18,Resolved,Medium,Returns,Chat,48,C14503,A047,AM-GBA
T00806,2024-04-03 18:10:00,2024-04-04 04:49:49,Resolved,Medium,Login,Chat,48,C10263,A049,LA-MON
T00807,2025-09-16 00:05:00,2025-09-17 02:46:06,Resolved,Low,Tech Issue,Phone,72,C12625,A003,CÓ-VIL
T00808,2025-06-07 10:45:00,2025-06-08 09:42:16,Resolved,Low,Login,Email,72,C14859,A031,LA-MON
T00809,2024-04-12 08:54:00,2024-04-12 18:08:45,Resolved,High,Payments,App,24,C12523,A031,LA-MON
T00810,2024-03-03 22:24:00,2024-03-04 07:07:38,Resolved,High,Delivery,Chat,24,C13431,A009,ME-MEN
T00811,2024-05-25 00:19:00,2024-05-25 06:49:11,Resolved,High,Account,Phone,24,C13689,A026,SA-ROS
T00812,2024-08-21 05:42:00,,Open,High,Payments,Email,24,C10247,A017,LA-SAN
T00813,2025-03-09 19:31:00,,Open,High,Delivery,Email,24,C14423,A016,LA-ASU
T00814,2024-09-15 16:15:00,2024-09-16 01:02:53,Resolved,Medium,Returns,Chat,48,C13605,A056,AM-GBA
T00815,2024-09-16 18:25:00,2024-09-17 08:01:54,Resolved,Medium,Delivery,Email,48,C13094,A024,SA-ROS
T00816,2024-11-24 18:38:00,2024-11-25 04:13:17,Resolved,High,Login,Chat,24,C11926,A024,SA-ROS
T00817,2025-08-30 22:37:00,2025-09-02 17:58:11,Resolved,Low,Tech Issue,Email,72,C11971,A003,CÓ-VIL
T00818,2025-04-06 10:47:00,2025-04-06 22:33:18,Resolved,Medium,Account,Email,48,C12711,A014,LA-MON
T00819,2025-01-08 21:56:00,2025-01-09 08:07:32,Resolved,High,Login,Phone,24,C12285,A016,LA-ASU
T00820,2025-03-22 13:11:00,2025-03-22 19:23:23,Resolved,Medium,Tech Issue,Email,48,C13089,A034,TU-SAN
T00821,2024-02-23 03:18:00,2024-02-23 17:22:25,Resolved,Medium,Login,Phone,48,C11893,A056,AM-GBA
T00822,2025-02-10 05:42:00,2025-02-11 01:07:40,Resolved,Low,Tech Issue,Email,72,C12418,A007,AM-GBA
T00823,2025-08-03 00:31:00,,Open,High,Delivery,Chat,24,C13650,A019,ME-SAN
T00824,2024-04-15 15:22:00,2024-04-16 02:35:49,Resolved,High,Delivery,Email,24,C10952,A046,SA-RAF
T00825,2025-03-12 22:19:00,2025-03-14 04:07:29,Resolved,Medium,Payments,Phone,48,C11130,A031,LA-MON
T00826,2024-07-28 07:39:00,2024-07-29 11:04:24,Resolved,Low,Other,Email,72,C11058,A022,LA-MON
T00827,2024-11-19 00:19:00,2024-11-20 09:42:10,Resolved,Medium,Returns,Phone,48,C14032,A038,CÓ-VIL
T00828,2025-02-15 02:31:00,,Open,Medium,Payments,Chat,48,C11319,A005,SA-SAN
T00829,2024-12-18 22:46:00,2024-12-19 09:32:03,Resolved,Medium,Returns,Phone,48,C12552,A052,SA-ROS
T00830,2024-02-03 10:13:00,2024-02-05 07:01:04,Resolved,Low,Payments,Email,72,C10245,A016,LA-ASU
T00831,2025-07-03 01:08:00,2025-07-03 17:45:56,Resolved,Medium,Payments,Email,48,C14416,A006,AM-CAB
